time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
1, poland, zhytomyrska, E-65-f-zhytomyrska, tp-True-0-2-0
1, poland, zhytomyrska, E-36-m-zhytomyrska, tp-True-0-2-0
1, ireland, ivano-frankivska, E-39-f-ivano-frankivska, tp-True-5-5-0
1, ireland, ivano-frankivska, E-1-f-ivano-frankivska, tp-True-5-5-0
1, ireland, ivano-frankivska, E-2-f-ivano-frankivska, tp-True-5-5-0
1, ireland, ivano-frankivska, E-61-f-ivano-frankivska, tp-True-5-5-0
1, ireland, ivano-frankivska, E-49-m-ivano-frankivska, tp-True-5-5-0
2, poland, zhytomyrska, E-23-m-zhytomyrska, tp-True-5-1-2
2, poland, zhytomyrska, E-50-f-zhytomyrska, tp-True-5-1-2
2, poland, zhytomyrska, E-45-f-zhytomyrska, tp-True-5-1-2
2, poland, zhytomyrska, E-65-f-zhytomyrska, tp-True-0-3-0
2, poland, zhytomyrska, E-62-f-zhytomyrska, tp-True-0-3-0
2, poland, zhytomyrska, E-1-m-zhytomyrska, tp-True-0-3-0
2, germany, zakarpatska, E-0-f-zakarpatska, tp-True-0-3-1
2, germany, zakarpatska, E-57-m-zakarpatska, tp-True-0-3-1
2, germany, zakarpatska, E-16-m-zakarpatska, tp-True-0-3-1
2, germany, zakarpatska, E-36-f-zakarpatska, tp-True-0-3-1
3, czechia, kharkivska, E-59-f-kharkivska, tp-True-5-3-0
3, czechia, kharkivska, E-64-f-kharkivska, tp-True-5-3-0
3, czechia, kharkivska, E-20-f-kharkivska, tp-True-5-3-0
3, germany, zakarpatska, E-27-m-zakarpatska, tp-True-3-2-2
3, germany, zakarpatska, E-12-f-zakarpatska, tp-True-3-2-2
3, germany, zakarpatska, E-34-f-zakarpatska, tp-True-3-2-2
3, germany, zakarpatska, E-2-m-zakarpatska, tp-True-3-2-2
3, germany, zakarpatska, E-12-f-zakarpatska, tp-True-5-1-1
3, germany, zakarpatska, E-18-f-zakarpatska, tp-True-5-1-1
4, poland, zhytomyrska, E-7-m-zhytomyrska, tp-True-3-2-0
4, poland, zhytomyrska, E-44-f-zhytomyrska, tp-True-3-2-0
4, bulgaria, khersonska, E-44-f-khersonska, tp-True-5-1-1
4, bulgaria, khersonska, E-26-f-khersonska, tp-True-5-1-1
4, belgium, luhanska, E-39-f-luhanska, tp-True-3-1-2
4, belgium, luhanska, E-5-f-luhanska, tp-True-3-1-2
4, belgium, luhanska, E-51-m-luhanska, tp-True-3-1-2
4, france, zakarpatska, E-64-f-zakarpatska, tp-True-2-1-2
4, france, zakarpatska, E-37-f-zakarpatska, tp-True-2-1-2
4, france, zakarpatska, E-28-m-zakarpatska, tp-True-2-1-2
4, finland, autonomous_republic_of_crimea, E-45-f-autonomous_republic_of_crimea, tp-True-5-2-0
4, finland, autonomous_republic_of_crimea, E-35-f-autonomous_republic_of_crimea, tp-True-5-2-0
5, poland, zhytomyrska, E-87-f-zhytomyrska, tp-True-2-1-3
5, poland, zhytomyrska, E-10-m-zhytomyrska, tp-True-2-1-3
5, poland, zhytomyrska, E-86-f-zhytomyrska, tp-True-2-1-3
5, poland, zhytomyrska, E-36-f-zhytomyrska, tp-True-2-1-3
5, germany, zakarpatska, E-16-m-zakarpatska, tp-True-3-1-3
5, germany, zakarpatska, E-6-m-zakarpatska, tp-True-3-1-3
5, germany, zakarpatska, E-75-f-zakarpatska, tp-True-3-1-3
5, germany, zakarpatska, E-8-m-zakarpatska, tp-True-3-1-3
5, germany, zakarpatska, E-51-m-zakarpatska, tp-True-0-2-0
5, germany, zakarpatska, E-26-m-zakarpatska, tp-True-0-2-0
6, poland, zhytomyrska, E-11-m-zhytomyrska, tp-True-5-4-0
6, poland, zhytomyrska, E-27-m-zhytomyrska, tp-True-5-4-0
6, poland, zhytomyrska, E-25-m-zhytomyrska, tp-True-5-4-0
6, poland, zhytomyrska, E-19-f-zhytomyrska, tp-True-5-4-0
6, germany, zakarpatska, E-7-m-zakarpatska, tp-True-5-3-2
6, germany, zakarpatska, E-27-f-zakarpatska, tp-True-5-3-2
6, germany, zakarpatska, E-42-f-zakarpatska, tp-True-5-3-2
6, germany, zakarpatska, E-68-f-zakarpatska, tp-True-5-3-2
6, germany, zakarpatska, E-54-m-zakarpatska, tp-True-5-3-2
6, netherlands, luhanska, E-10-m-luhanska, tp-True-0-3-1
6, netherlands, luhanska, E-8-m-luhanska, tp-True-0-3-1
6, netherlands, luhanska, E-29-f-luhanska, tp-True-0-3-1
6, netherlands, luhanska, E-31-f-luhanska, tp-True-0-3-1
7, poland, zhytomyrska, E-2-m-zhytomyrska, tp-True-0-2-0
7, poland, zhytomyrska, E-30-m-zhytomyrska, tp-True-0-2-0
7, republic_of_moldova, kharkivska, E-50-m-kharkivska, tp-True-1-1-1
7, republic_of_moldova, kharkivska, E-37-f-kharkivska, tp-True-1-1-1
7, czechia, kharkivska, E-36-f-kharkivska, tp-True-5-1-0
7, germany, zakarpatska, E-9-f-zakarpatska, tp-True-5-3-0
7, germany, zakarpatska, E-35-m-zakarpatska, tp-True-5-3-0
7, germany, zakarpatska, E-3-m-zakarpatska, tp-True-5-3-0
7, germany, zakarpatska, E-55-m-zakarpatska, tp-True-3-1-2
7, germany, zakarpatska, E-15-m-zakarpatska, tp-True-3-1-2
7, germany, zakarpatska, E-66-f-zakarpatska, tp-True-3-1-2
8, poland, zhytomyrska, E-53-m-zhytomyrska, tp-True-5-3-3
8, poland, zhytomyrska, E-8-f-zhytomyrska, tp-True-5-3-3
8, poland, zhytomyrska, E-44-f-zhytomyrska, tp-True-5-3-3
8, poland, zhytomyrska, E-1-f-zhytomyrska, tp-True-5-3-3
8, poland, zhytomyrska, E-49-f-zhytomyrska, tp-True-5-3-3
8, poland, zhytomyrska, E-43-f-zhytomyrska, tp-True-5-3-3
8, germany, zakarpatska, E-10-f-zakarpatska, tp-True-5-1-2
8, germany, zakarpatska, E-16-m-zakarpatska, tp-True-5-1-2
8, germany, zakarpatska, E-77-f-zakarpatska, tp-True-5-1-2
8, italy, cherkaska, E-36-m-cherkaska, tp-True-0-3-3
8, italy, cherkaska, E-62-f-cherkaska, tp-True-0-3-3
8, italy, cherkaska, E-10-f-cherkaska, tp-True-0-3-3
8, italy, cherkaska, E-26-f-cherkaska, tp-True-0-3-3
8, italy, cherkaska, E-40-f-cherkaska, tp-True-0-3-3
8, italy, cherkaska, E-54-f-cherkaska, tp-True-0-3-3
9, poland, zhytomyrska, E-62-f-zhytomyrska, tp-True-5-2-2
9, poland, zhytomyrska, E-46-f-zhytomyrska, tp-True-5-2-2
9, poland, zhytomyrska, E-6-m-zhytomyrska, tp-True-5-2-2
9, poland, zhytomyrska, E-55-m-zhytomyrska, tp-True-5-2-2
9, slovakia, lvivska, E-50-m-lvivska, tp-True-3-2-0
9, slovakia, lvivska, E-0-f-lvivska, tp-True-3-2-0
9, croatia, cherkaska, E-26-f-cherkaska, tp-True-5-1-3
9, croatia, cherkaska, E-9-m-cherkaska, tp-True-5-1-3
9, croatia, cherkaska, E-20-f-cherkaska, tp-True-5-1-3
9, croatia, cherkaska, E-63-f-cherkaska, tp-True-5-1-3
9, greece, cherkaska, E-6-m-cherkaska, tp-True-5-2-0
9, greece, cherkaska, E-46-m-cherkaska, tp-True-5-2-0
10, poland, zhytomyrska, E-33-m-zhytomyrska, tp-True-2-3-0
10, poland, zhytomyrska, E-62-f-zhytomyrska, tp-True-2-3-0
10, poland, zhytomyrska, E-2-m-zhytomyrska, tp-True-2-3-0
10, belgium, luhanska, E-38-f-luhanska, tp-True-5-2-1
10, belgium, luhanska, E-80-m-luhanska, tp-True-5-2-1
10, belgium, luhanska, E-33-m-luhanska, tp-True-5-2-1
11, slovakia, lvivska, E-26-m-lvivska, tp-True-5-3-0
11, slovakia, lvivska, E-16-f-lvivska, tp-True-5-3-0
11, slovakia, lvivska, E-58-m-lvivska, tp-True-5-3-0
11, germany, zakarpatska, E-35-f-zakarpatska, tp-True-5-2-2
11, germany, zakarpatska, E-1-m-zakarpatska, tp-True-5-2-2
11, germany, zakarpatska, E-2-f-zakarpatska, tp-True-5-2-2
11, germany, zakarpatska, E-37-f-zakarpatska, tp-True-5-2-2
12, austria, kyiv, E-58-f-kyiv, tp-True-0-3-2
12, austria, kyiv, E-17-m-kyiv, tp-True-0-3-2
12, austria, kyiv, E-16-f-kyiv, tp-True-0-3-2
12, austria, kyiv, E-47-f-kyiv, tp-True-0-3-2
12, austria, kyiv, E-55-m-kyiv, tp-True-0-3-2
13, italy, cherkaska, E-60-m-cherkaska, tp-True-5-3-3
13, italy, cherkaska, E-36-f-cherkaska, tp-True-5-3-3
13, italy, cherkaska, E-61-f-cherkaska, tp-True-5-3-3
