time,source,destination,E/D-age-gender-origin,legal_status-employment-property_in_ukraine-sizeE-sizeD
2, slovakia, autonomous_republic_of_crimea, E-55-m-autonomous_republic_of_crimea, tp-True-5-1-1
2, slovakia, autonomous_republic_of_crimea, E-26-m-autonomous_republic_of_crimea, tp-True-5-1-1
2, germany, kyivska, E-16-m-kyivska, tp-True-5-2-0
2, germany, kyivska, E-27-f-kyivska, tp-True-5-2-0
2, ireland, kyiv, E-31-f-kyiv, tp-True-1-3-2
2, ireland, kyiv, E-25-m-kyiv, tp-True-1-3-2
2, ireland, kyiv, E-61-f-kyiv, tp-True-1-3-2
2, ireland, kyiv, E-82-f-kyiv, tp-True-1-3-2
2, ireland, kyiv, E-27-m-kyiv, tp-True-1-3-2
3, hungary, lvivska, E-18-f-lvivska, tp-True-2-3-0
3, hungary, lvivska, E-54-f-lvivska, tp-True-2-3-0
3, hungary, lvivska, E-47-f-lvivska, tp-True-2-3-0
3, germany, kyivska, E-60-f-kyivska, tp-True-5-1-2
3, germany, kyivska, E-21-m-kyivska, tp-True-5-1-2
3, germany, kyivska, E-20-m-kyivska, tp-True-5-1-2
3, austria, sumska, E-26-f-sumska, tp-True-3-3-1
3, austria, sumska, E-46-f-sumska, tp-True-3-3-1
3, austria, sumska, E-33-f-sumska, tp-True-3-3-1
3, austria, sumska, E-14-f-sumska, tp-True-3-3-1
3, italy, autonomous_republic_of_crimea, E-34-f-autonomous_republic_of_crimea, tp-True-5-1-1
3, italy, autonomous_republic_of_crimea, E-56-f-autonomous_republic_of_crimea, tp-True-5-1-1
3, ireland, kyiv, E-30-f-kyiv, tp-True-0-1-0
4, poland, kyivska, E-59-m-kyivska, tp-True-2-1-0
4, slovakia, autonomous_republic_of_crimea, E-46-f-autonomous_republic_of_crimea, tp-True-5-2-0
4, slovakia, autonomous_republic_of_crimea, E-50-f-autonomous_republic_of_crimea, tp-True-5-2-0
4, czechia, donetska, E-30-f-donetska, tp-True-5-1-1
4, czechia, donetska, E-67-m-donetska, tp-True-5-1-1
4, czechia, donetska, E-55-f-donetska, tp-True-3-5-0
4, czechia, donetska, E-22-m-donetska, tp-True-3-5-0
4, czechia, donetska, E-37-m-donetska, tp-True-3-5-0
4, czechia, donetska, E-27-f-donetska, tp-True-3-5-0
4, czechia, donetska, E-11-f-donetska, tp-True-3-5-0
4, latvia, zaporizka, E-18-f-zaporizka, tp-True-5-3-1
4, latvia, zaporizka, E-0-f-zaporizka, tp-True-5-3-1
4, latvia, zaporizka, E-2-m-zaporizka, tp-True-5-3-1
4, latvia, zaporizka, E-17-m-zaporizka, tp-True-5-3-1
4, croatia, luhanska, E-63-m-luhanska, tp-True-1-2-3
4, croatia, luhanska, E-61-f-luhanska, tp-True-1-2-3
4, croatia, luhanska, E-0-m-luhanska, tp-True-1-2-3
4, croatia, luhanska, E-6-f-luhanska, tp-True-1-2-3
4, croatia, luhanska, E-5-f-luhanska, tp-True-1-2-3
4, italy, autonomous_republic_of_crimea, E-8-m-autonomous_republic_of_crimea, tp-True-5-1-0
5, germany, kyivska, E-0-m-kyivska, tp-True-5-1-3
5, germany, kyivska, E-64-f-kyivska, tp-True-5-1-3
5, germany, kyivska, E-30-f-kyivska, tp-True-5-1-3
5, germany, kyivska, E-63-m-kyivska, tp-True-5-1-3
5, germany, kyivska, E-31-f-kyivska, tp-True-0-3-1
5, germany, kyivska, E-45-m-kyivska, tp-True-0-3-1
5, germany, kyivska, E-29-f-kyivska, tp-True-0-3-1
5, germany, kyivska, E-31-m-kyivska, tp-True-0-3-1
6, poland, kyivska, E-13-f-kyivska, tp-True-0-1-0
6, germany, kyivska, E-37-f-kyivska, tp-True-5-3-0
6, germany, kyivska, E-25-f-kyivska, tp-True-5-3-0
6, germany, kyivska, E-17-f-kyivska, tp-True-5-3-0
7, poland, kyivska, E-45-m-kyivska, tp-True-5-3-2
7, poland, kyivska, E-49-f-kyivska, tp-True-5-3-2
7, poland, kyivska, E-49-f-kyivska, tp-True-5-3-2
7, poland, kyivska, E-59-f-kyivska, tp-True-5-3-2
7, poland, kyivska, E-23-m-kyivska, tp-True-5-3-2
7, czechia, donetska, E-29-m-donetska, tp-True-5-2-0
7, czechia, donetska, E-7-m-donetska, tp-True-5-2-0
8, czechia, donetska, E-39-m-donetska, tp-True-0-2-0
8, czechia, donetska, E-47-f-donetska, tp-True-0-2-0
8, spain, volynska, E-18-m-volynska, tp-True-5-4-1
8, spain, volynska, E-41-f-volynska, tp-True-5-4-1
8, spain, volynska, E-0-m-volynska, tp-True-5-4-1
8, spain, volynska, E-25-m-volynska, tp-True-5-4-1
8, spain, volynska, E-12-f-volynska, tp-True-5-4-1
8, denmark, vinnytska, E-38-m-vinnytska, tp-True-3-1-1
8, denmark, vinnytska, E-40-f-vinnytska, tp-True-3-1-1
9, poland, kyivska, E-12-m-kyivska, tp-True-5-1-1
9, poland, kyivska, E-38-f-kyivska, tp-True-5-1-1
9, republic_of_moldova, dnipropetrovska, E-75-f-dnipropetrovska, tp-True-0-2-0
9, republic_of_moldova, dnipropetrovska, E-55-f-dnipropetrovska, tp-True-0-2-0
9, czechia, donetska, E-25-f-donetska, tp-True-5-1-3
9, czechia, donetska, E-39-f-donetska, tp-True-5-1-3
9, czechia, donetska, E-34-f-donetska, tp-True-5-1-3
9, czechia, donetska, E-45-f-donetska, tp-True-5-1-3
9, czechia, donetska, E-25-f-donetska, tp-True-5-2-0
9, czechia, donetska, E-14-m-donetska, tp-True-5-2-0
10, poland, kyivska, E-14-f-kyivska, tp-True-3-3-0
10, poland, kyivska, E-14-f-kyivska, tp-True-3-3-0
10, poland, kyivska, E-2-f-kyivska, tp-True-3-3-0
10, czechia, donetska, E-4-m-donetska, tp-True-5-3-0
10, czechia, donetska, E-16-m-donetska, tp-True-5-3-0
10, czechia, donetska, E-30-f-donetska, tp-True-5-3-0
10, greece, lvivska, E-24-f-lvivska, tp-True-5-2-0
10, greece, lvivska, E-41-f-lvivska, tp-True-5-2-0
11, poland, kyivska, E-25-f-kyivska, tp-True-5-1-1
11, poland, kyivska, E-29-f-kyivska, tp-True-5-1-1
11, czechia, donetska, E-12-m-donetska, tp-True-5-2-0
11, czechia, donetska, E-16-f-donetska, tp-True-5-2-0
12, poland, kyivska, E-1-f-kyivska, tp-True-5-2-0
12, poland, kyivska, E-16-f-kyivska, tp-True-5-2-0
12, greece, lvivska, E-49-f-lvivska, tp-True-0-2-2
12, greece, lvivska, E-64-f-lvivska, tp-True-0-2-2
12, greece, lvivska, E-32-m-lvivska, tp-True-0-2-2
12, greece, lvivska, E-22-f-lvivska, tp-True-0-2-2
12, cyprus, cherkaska, E-71-f-cherkaska, tp-True-2-2-1
12, cyprus, cherkaska, E-59-f-cherkaska, tp-True-2-2-1
12, cyprus, cherkaska, E-30-f-cherkaska, tp-True-2-2-1
13, poland, kyivska, E-63-f-kyivska, tp-True-2-1-0
13, slovakia, autonomous_republic_of_crimea, E-12-m-autonomous_republic_of_crimea, tp-True-5-3-1
13, slovakia, autonomous_republic_of_crimea, E-46-f-autonomous_republic_of_crimea, tp-True-5-3-1
13, slovakia, autonomous_republic_of_crimea, E-16-m-autonomous_republic_of_crimea, tp-True-5-3-1
13, slovakia, autonomous_republic_of_crimea, E-43-f-autonomous_republic_of_crimea, tp-True-5-3-1
13, czechia, donetska, E-40-f-donetska, tp-True-1-1-0
13, slovenia, dnipropetrovska, E-15-m-dnipropetrovska, tp-True-2-2-1
13, slovenia, dnipropetrovska, E-51-m-dnipropetrovska, tp-True-2-2-1
13, slovenia, dnipropetrovska, E-1-m-dnipropetrovska, tp-True-2-2-1
14, estonia, vinnytska, E-30-f-vinnytska, tp-True-5-1-1
14, estonia, vinnytska, E-27-f-vinnytska, tp-True-5-1-1
14, spain, volynska, E-48-m-volynska, tp-True-5-2-2
14, spain, volynska, E-59-f-volynska, tp-True-5-2-2
14, spain, volynska, E-62-f-volynska, tp-True-5-2-2
14, spain, volynska, E-30-m-volynska, tp-True-5-2-2
14, italy, autonomous_republic_of_crimea, E-26-m-autonomous_republic_of_crimea, tp-True-3-3-1
14, italy, autonomous_republic_of_crimea, E-8-f-autonomous_republic_of_crimea, tp-True-3-3-1
14, italy, autonomous_republic_of_crimea, E-2-f-autonomous_republic_of_crimea, tp-True-3-3-1
14, italy, autonomous_republic_of_crimea, E-43-f-autonomous_republic_of_crimea, tp-True-3-3-1
16, slovakia, autonomous_republic_of_crimea, E-24-f-autonomous_republic_of_crimea, tp-True-5-1-1
16, slovakia, autonomous_republic_of_crimea, E-21-m-autonomous_republic_of_crimea, tp-True-5-1-1
16, bulgaria, luhanska, E-15-f-luhanska, tp-True-5-2-0
16, bulgaria, luhanska, E-7-f-luhanska, tp-True-5-2-0
16, sweden, dnipropetrovska, E-49-f-dnipropetrovska, tp-True-5-3-1
16, sweden, dnipropetrovska, E-0-f-dnipropetrovska, tp-True-5-3-1
16, sweden, dnipropetrovska, E-84-m-dnipropetrovska, tp-True-5-3-1
16, sweden, dnipropetrovska, E-56-m-dnipropetrovska, tp-True-5-3-1
17, poland, kyivska, E-12-f-kyivska, tp-True-5-1-1
17, poland, kyivska, E-55-f-kyivska, tp-True-5-1-1
17, poland, kyivska, E-21-f-kyivska, tp-True-0-2-0
17, poland, kyivska, E-58-m-kyivska, tp-True-0-2-0
17, germany, kyivska, E-11-m-kyivska, tp-True-3-4-0
17, germany, kyivska, E-23-f-kyivska, tp-True-3-4-0
17, germany, kyivska, E-61-f-kyivska, tp-True-3-4-0
17, germany, kyivska, E-62-f-kyivska, tp-True-3-4-0
17, finland, dnipropetrovska, E-46-f-dnipropetrovska, tp-True-5-2-2
17, finland, dnipropetrovska, E-9-f-dnipropetrovska, tp-True-5-2-2
